Feature ID	Taxon
seq2832	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq2833	Eukaryota; none; none; none; none; none; none
seq2834	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2835	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-010; none
seq2836	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Parvimonas; micra
seq2837	Eukaryota; none; none; none; none; none; none
seq2838	Eukaryota; none; none; none; none; none; none
seq2839	Eukaryota; none; none; none; none; none; none
seq2840	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq2841	none; none; none; none; none; none; none
seq2842	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Caproiciproducens; none
seq2843	Eukaryota; none; none; none; none; none; none
seq2844	none; none; none; none; none; none; none
seq2845	none; none; none; none; none; none; none
seq2846	none; none; none; none; none; none; none
seq2847	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; none
seq2848	none; none; none; none; none; none; none
seq2849	none; none; none; none; none; none; none
seq2850	Eukaryota; none; none; none; none; none; none
seq2851	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq2852	none; none; none; none; none; none; none
seq2853	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq2854	Eukaryota; none; none; none; none; none; none
seq2855	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; rava
seq2856	none; none; none; none; none; none; none
seq2857	Eukaryota; none; none; none; none; none; none
seq2858	Eukaryota; none; none; none; none; none; none
seq2859	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2860	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; none
seq2861	none; none; none; none; none; none; none
seq2862	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; GCA-900066575; none
seq2863	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2864	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2865	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2866	Eukaryota; none; none; none; none; none; none
seq2867	none; none; none; none; none; none; none
seq2868	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq2869	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq2870	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium; none
seq2871	none; none; none; none; none; none; none
seq2872	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Mogibacterium; none
seq2873	none; none; none; none; none; none; none
seq2874	none; none; none; none; none; none; none
seq2875	Eukaryota; none; none; none; none; none; none
seq2876	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Sellimonas; none
seq2877	none; none; none; none; none; none; none
seq2878	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq2879	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq2880	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Parasutterella; none
seq2881	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; none
seq2882	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Barnesiella; none
seq2883	none; none; none; none; none; none; none
seq2884	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; intermedia
seq2885	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq2886	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Phascolarctobacterium; none
seq2887	Eukaryota; none; none; none; none; none; none
seq2888	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; none
seq2889	none; none; none; none; none; none; none
seq2890	none; none; none; none; none; none; none
seq2891	Bacteria; none; none; none; none; none; none
seq2892	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2893	Eukaryota; none; none; none; none; none; none
seq2894	Eukaryota; none; none; none; none; none; none
seq2895	Eukaryota; none; none; none; none; none; none
seq2896	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2897	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Sporosarcina; none
seq2898	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-003; none
seq2899	Eukaryota; none; none; none; none; none; none
seq2900	none; none; none; none; none; none; none
seq2901	Eukaryota; none; none; none; none; none; none
seq2902	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2903	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2904	Eukaryota; none; none; none; none; none; none
seq2905	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum
seq2906	Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Azospirillaceae; Skermanella; none
seq2907	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Lawsonella; clevelandensis
seq2908	Eukaryota; none; none; none; none; none; none
seq2909	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2910	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq2911	Eukaryota; none; none; none; none; none; none
seq2912	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq2913	Eukaryota; none; none; none; none; none; none
seq2914	Eukaryota; none; none; none; none; none; none
seq2915	Eukaryota; none; none; none; none; none; none
seq2916	Eukaryota; none; none; none; none; none; none
seq2917	Bacteria; Tenericutes; Mollicutes; Mollicutes_RF39; none; none; none
seq2918	Eukaryota; none; none; none; none; none; none
seq2919	Eukaryota; none; none; none; none; none; none
seq2920	Eukaryota; none; none; none; none; none; none
seq2921	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_2; loescheii
seq2922	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; sinus
seq2923	Eukaryota; none; none; none; none; none; none
seq2924	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_1; none
seq2925	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; none; none; none
seq2926	Eukaryota; none; none; none; none; none; none
seq2927	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Phocea; massiliensis
seq2928	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_NK4A214_group; none
seq2929	Eukaryota; none; none; none; none; none; none
seq2930	Eukaryota; none; none; none; none; none; none
seq2931	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; none
seq2932	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq2933	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq2934	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Muribaculaceae; Muribaculum; intestinale
seq2935	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Eisenbergiella; none
seq2936	Eukaryota; none; none; none; none; none; none
seq2937	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae_RC9_gut_group; none
seq2938	Eukaryota; none; none; none; none; none; none
seq2939	Eukaryota; none; none; none; none; none; none
seq2940	Eukaryota; none; none; none; none; none; none
seq2941	Eukaryota; none; none; none; none; none; none
seq2942	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelotrichaceae_UCG-004; none
seq2943	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq2944	Eukaryota; none; none; none; none; none; none
seq2945	Eukaryota; none; none; none; none; none; none
seq2946	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; none
seq2947	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq2948	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2949	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq2950	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; none; none
seq2951	Eukaryota; none; none; none; none; none; none
seq2952	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq2953	none; none; none; none; none; none; none
seq2954	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2955	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq2956	Eukaryota; none; none; none; none; none; none
seq2957	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; none
seq2958	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Neisseriaceae; Neisseria; none
seq2959	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq2960	none; none; none; none; none; none; none
seq2961	Eukaryota; none; none; none; none; none; none
seq2962	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; none
seq2963	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Neorhizobium; none
seq2964	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; buccalis
seq2965	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq2966	Eukaryota; none; none; none; none; none; none
seq2967	Eukaryota; none; none; none; none; none; none
seq2968	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; CAG-56; none
seq2969	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Tolumonas; none
seq2970	Eukaryota; none; none; none; none; none; none
seq2971	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Ezakiella; none
seq2972	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; cecorum
seq2973	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq2974	Bacteria; Cyanobacteria; Oxyphotobacteria; Chloroplast; none; none; none
seq2975	Eukaryota; none; none; none; none; none; none
seq2976	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Adlercreutzia; none
seq2977	none; none; none; none; none; none; none
seq2978	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2979	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Belnapia; soli
seq2980	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; none
seq2981	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2982	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Acidovorax; none
seq2983	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2984	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-010; none
seq2985	Eukaryota; none; none; none; none; none; none
seq2986	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq2987	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq2988	Eukaryota; none; none; none; none; none; none
seq2989	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_5; none
seq2990	Eukaryota; none; none; none; none; none; none
seq2991	Eukaryota; none; none; none; none; none; none
seq2992	Eukaryota; none; none; none; none; none; none
seq2993	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq2994	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; imitans
seq2995	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq2996	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq2997	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus; none
seq2998	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; none
seq2999	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; none
seq3000	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; none; none
seq3001	Eukaryota; none; none; none; none; none; none
seq3002	Eukaryota; none; none; none; none; none; none
seq3003	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; none; none
seq3004	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; none; none
seq3005	Bacteria; Tenericutes; Mollicutes; Mollicutes_RF39; none; none; none
seq3006	Eukaryota; none; none; none; none; none; none
seq3007	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharomonospora; none
seq3008	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; none
seq3009	Eukaryota; none; none; none; none; none; none
seq3010	Eukaryota; none; none; none; none; none; none
seq3011	Eukaryota; none; none; none; none; none; none
seq3012	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3013	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq3014	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3015	none; none; none; none; none; none; none
seq3016	Eukaryota; none; none; none; none; none; none
seq3017	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Romboutsia; sedimentorum
seq3018	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-004; none
seq3019	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Solobacterium; none
seq3020	none; none; none; none; none; none; none
seq3021	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq3022	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_2; none
seq3023	Eukaryota; none; none; none; none; none; none
seq3024	Eukaryota; none; none; none; none; none; none
seq3025	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Agathobacter; none
seq3026	Eukaryota; none; none; none; none; none; none
seq3027	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Intrasporangiaceae; Janibacter; none
seq3028	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq3029	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; none
seq3030	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq3031	Eukaryota; none; none; none; none; none; none
seq3032	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; none
seq3033	none; none; none; none; none; none; none
seq3034	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq3035	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Senegalimassilia; anaerobia
seq3036	Eukaryota; none; none; none; none; none; none
seq3037	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3038	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3039	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_6; none
seq3040	none; none; none; none; none; none; none
seq3041	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
